[2022-06-2912:49:19] [ ERROR] [Excepciones:17] JSON parse error: Unexpected character ('-' (code 45)): was expecting comma to separate Object entries; nested exception is com.fasterxml.jackson.core.JsonParseException: Unexpected character ('-' (code 45)): was expecting comma to separate Object entries
 at [Source: (org.springframework.util.StreamUtils$NonClosingInputStream); line: 2, column: 16]
[2022-06-3017:33:13] [ ERROR] [Excepciones:17] org.hibernate.TransientPropertyValueException: object references an unsaved transient instance - save the transient instance before flushing : com.example.trabajoIntegrador.entity.Paciente.domicilio -> com.example.trabajoIntegrador.entity.Domicilio; nested exception is java.lang.IllegalStateException: org.hibernate.TransientPropertyValueException: object references an unsaved transient instance - save the transient instance before flushing : com.example.trabajoIntegrador.entity.Paciente.domicilio -> com.example.trabajoIntegrador.entity.Domicilio
[2022-06-3017:41:02] [ ERROR] [Excepciones:17] org.hibernate.TransientPropertyValueException: object references an unsaved transient instance - save the transient instance before flushing : com.example.trabajoIntegrador.entity.Paciente.domicilio -> com.example.trabajoIntegrador.entity.Domicilio; nested exception is java.lang.IllegalStateException: org.hibernate.TransientPropertyValueException: object references an unsaved transient instance - save the transient instance before flushing : com.example.trabajoIntegrador.entity.Paciente.domicilio -> com.example.trabajoIntegrador.entity.Domicilio
[2022-06-3017:42:33] [ ERROR] [Excepciones:17] org.hibernate.TransientPropertyValueException: object references an unsaved transient instance - save the transient instance before flushing : com.example.trabajoIntegrador.entity.Paciente.domicilio -> com.example.trabajoIntegrador.entity.Domicilio; nested exception is java.lang.IllegalStateException: org.hibernate.TransientPropertyValueException: object references an unsaved transient instance - save the transient instance before flushing : com.example.trabajoIntegrador.entity.Paciente.domicilio -> com.example.trabajoIntegrador.entity.Domicilio
